name,first_name,last_name,birth_city,birth_state,birth_country,birth_date,college,draft_team,draft_round,draft_pick,draft_year,position,height,weight,death_date,death_city,death_state,death_country,year_start,year_end
Bob Simms,Bob,Simms,Clendenin,WV,USA,9/3/1938,Rutgers,New York Giants,10th,120th,1960,LB-E,1-Jun,230,,,,,1932,1933
Chris Simms,Chris,Simms,Ridgewood,NJ,USA,8/29/1980,Texas,Tampa Bay Buccaneers,3rd,97th,2003,QB,4-Jun,220,,,,,1932,1933
Matt Simms,Matt,Simms,,,,9/27/1988,Tennessee,,,,,QB,3-Jun,210,,,,,1932,1933
Phil Simms,Phil,Simms,Lebanon,KY,USA,11/3/1954,Morehead St.,New York Giants,1st,7th,1979,QB,3-Jun,216,,,,,1932,1933
Corey Simon,Corey,Simon,Pomano Beach,FL,USA,3/2/1977,Florida St.,Philadelphia Eagles,1st,6th,2000,DT,2-Jun,293,,,,,1932,1933
Jim Simon,Jim,Simon,Pittsburgh,PA,USA,3/22/1940,Miami (FL),Boston Patriots,9th,71st,1963,G-T,4-Jun,240,,,,,1932,1933
John Simon,John,Simon,Baton Rouge,LA,USA,12/11/1978,Louisiana Tech,,,,,RB,11-May,202,,,,,1932,1933
John Simon,John,Simon,,,,1/1/1990,Ohio St.,Baltimore Ravens,4th,129th,2013,DE,1-Jun,257,,,,,1932,1933
Tharold Simon,Tharold,Simon,,,,3/6/1991,LSU,Seattle Seahawks,5th,138th,2013,CB,2-Jun,202,,,,,1932,1933
Mike Simone,Mike,Simone,Ravenna,OH,USA,5/20/1950,Stanford,,,,,LB,Jun-00,210,,,,,1932,1933
Mark Simoneau,Mark,Simoneau,Phillipsburg,KS,USA,1/16/1977,Kansas St.,Atlanta Falcons,3rd,67th,2000,LB,Jun-00,245,,,,,1932,1933
Lenny Simonetti,Lenny,Simonetti,Roswell,OH,USA,11/20/1919,Tennessee,,,,,T,11-May,225,8/14/1973,Dennison,OH,,1932,1933
Ed Simonini,Ed,Simonini,Portsmouth,VA,USA,2/2/1954,Texas A&M,Baltimore Colts,3rd,81st,1976,LB,Jun-00,210,,,,,1932,1933
John Simons,John,Simons,St. Paul,MN,USA,1/22/1901,Hamline,,,,,FB-E,11-May,200,1/22/1978,Las Vegas,NV,,1932,1933
Keith Simons,Keith,Simons,Ypsilanti,MI,USA,4/26/1954,Minnesota,Kansas City Chiefs,3rd,63rd,1976,DT-NT,3-Jun,254,,,,,1932,1933
Kevin Simons,Kevin,Simons,Miami,FL,USA,4/25/1967,Tennessee,,,,,T,3-Jun,315,,,,,1932,1933
Dave Simonson,Dave,Simonson,Austin,MN,USA,5/2/1952,Minnesota,Baltimore Colts,12th,292nd,1974,T,6-Jun,246,,,,,1932,1933
Ken Simonton,Ken,Simonton,Pittsburg,CA,USA,6/7/1979,Oregon St.,,,,,RB,8-May,191,,,,,1932,1933
Maurice Simpkins,Maurice,Simpkins,Batesburg,SC,USA,4/29/1983,Catawba,,,,,LB,Jun-00,236,,,,,1932,1933
Ron Simpkins,Ron,Simpkins,Detroit,MI,USA,4/2/1958,Michigan,Cincinnati Bengals,7th,167th,1980,LB,1-Jun,235,,,,,1932,1933
Al Simpson,Al,Simpson,Pittsburgh,PA,USA,7/27/1951,Colorado St.,New York Giants,2nd,27th,1975,G-T,5-Jun,255,,,,,1932,1933
Antoine Simpson,Antoine,Simpson,Gary,IN,USA,12/7/1976,Houston,,,,,DT,2-Jun,310,,,,,1932,1933
Bill Simpson,Bill,Simpson,Detroit,MI,USA,12/5/1951,Michigan St.,Los Angeles Rams,2nd,50th,1974,DB,1-Jun,184,,,,,1932,1933
Bob Simpson,Bob,Simpson,Bloomington,IL,USA,3/29/1954,Colorado,Miami Dolphins,8th,230th,1976,DE,5-Jun,235,,,,,1932,1933
Carl Simpson,Carl,Simpson,Baxley,GA,USA,4/18/1970,Florida St.,Chicago Bears,2nd,35th,1993,DT,2-Jun,292,,,,,1932,1933
Chad Simpson,Chad,Simpson,Miami,FL,USA,8/22/1985,Morgan St.,,,,,RB,9-May,216,,,,,1932,1933
Eber Simpson,Eber,Simpson,Oshkosh,WI,USA,1895-07-24,Wisc-Oshkosh,,,,,BB-QB,8-May,170,,,,,1932,1933
Howard Simpson,Howard,Simpson,Lancaster,SC,USA,12/14/1942,Auburn,Buffalo Bills,10th,76th,1964,DE,5-Jun,230,,,,,1932,1933
Jackie Simpson,Jackie,Simpson,Corinth,MS,USA,8/20/1936,Mississippi,Washington Redskins,21st,246th,1958,LB-K,Jun-00,225,6/2/1983,Pontiac,MI,,1932,1933
Jackie M. Simpson,Jackie,M.,Miami,FL,USA,4/2/1934,Florida,Baltimore Colts,4th,44th,1957,DB,10-May,183,,,,,1932,1933
Jerome Simpson,Jerome,Simpson,Reidsville,NC,USA,2/4/1986,Coastal Carolina,Cincinnati Bengals,2nd,46th,2008,WR,1-Jun,193,,,,,1932,1933
Jimmy Simpson,Jimmy,Simpson,,OH,USA,1897-10-06,Detroit Mercy,,,,,BB-TB,10-May,160,8/7/1979,,,,1932,1933
Keith Simpson,Keith,Simpson,Memphis,TN,USA,3/9/1956,Memphis,Seattle Seahawks,1st,9th,1978,DB,1-Jun,195,,,,,1932,1933
Ko Simpson,Ko,Simpson,Rock Hill,SC,USA,11/9/1983,South Carolina,Buffalo Bills,4th,105th,2006,DB,1-Jun,200,,,,,1932,1933
Mike Simpson,Mike,Simpson,Mena,AR,USA,3/13/1947,Houston,San Diego Chargers,13th,330th,1969,DB,9-May,170,,,,,1932,1933
Nate Simpson,Nate,Simpson,Nashville,TN,USA,11/30/1954,Tennessee St.,Green Bay Packers,5th,122nd,1977,RB,11-May,189,,,,,1932,1933
O.J. Simpson,O.J.,Simpson,San Francisco,CA,USA,7/9/1947,USC,Buffalo Bills,1st,1st,1969,RB,2-Jun,212,,,,,1932,1933
Tim Simpson,Tim,Simpson,Peoria,IL,USA,3/5/1969,Illinois,Cleveland Browns,12th,329th,1992,G-C,2-Jun,284,,,,,1932,1933
Travis Simpson,Travis,Simpson,Norman,OK,USA,11/19/1963,Oklahoma,,,,,C,3-Jun,272,,,,,1932,1933
Willie Simpson,Willie,Simpson,,,,3/11/1938,San Francisco St.,,,,,FB,Jun-00,218,,,,,1932,1933
Barry Sims,Barry,Sims,Park City,UT,USA,12/1/1974,Utah St.,,,,,T-G,5-Jun,300,,,,,1932,1933
Billy Sims,Billy,Sims,St. Louis,MO,USA,9/18/1955,Oklahoma,Detroit Lions,1st,1st,1980,RB,Jun-00,212,,,,,1932,1933
Darryl Sims,Darryl,Sims,Winston-Salem,NC,USA,7/23/1961,Wisconsin,Pittsburgh Steelers,1st,20th,1985,DE-NT,3-Jun,278,,,,,1932,1933
David Sims,David,Sims,Atlanta,GA,USA,10/26/1955,Georgia Tech,Seattle Seahawks,7th,169th,1977,RB,3-Jun,216,,,,,1932,1933
David Sims,David,Sims,,,,10/20/1986,,,,,,S,9-May,204,,,,,1932,1933
Dion Sims,Dion,Sims,,,,2/18/1991,Michigan St.,Miami Dolphins,4th,106th,2013,TE,5-Jun,262,,,,,1932,1933
Ernie Sims,Ernie,Sims,Tallahassee,FL,USA,12/23/1984,Florida St.,Detroit Lions,1st,9th,2006,LB,Jun-00,225,,,,,1932,1933
Eugene Sims,Eugene,Sims,Mt.Olive,MS,USA,3/18/1986,West Texas A&M,St. Louis Rams,6th,189th,2010,LB,5-Jun,240,,,,,1932,1933
George Sims,George,Sims,Afton,TX,USA,10/23/1927,Baylor,Los Angeles Rams,2nd,17th,1949,DB,11-May,170,,,,,1932,1933
Jack Sims,Jack,Sims,San Mateo,CA,USA,4/21/1962,Hawaii,,,,,G,3-Jun,260,,,,,1932,1933
James Sims,James,Sims,Las Vegas,NV,USA,2/14/1983,Washington,,,,,RB,Jun-00,211,,,,,1932,1933
Jim Sims,Jim,Sims,Galveston,TX,USA,12/28/1953,USC,New York Giants,12th,288th,1974,LB,Jun-00,195,,,,,1932,1933
Joe Sims,Joe,Sims,Sudbury,MA,USA,3/1/1969,Nebraska,Atlanta Falcons,11th,283rd,1991,T,3-Jun,310,,,,,1932,1933
Keith Sims,Keith,Sims,Baltimore,MD,USA,6/17/1967,Iowa St.,Miami Dolphins,2nd,39th,1990,G,3-Jun,318,,,,,1932,1933
Ken Sims,Ken,Sims,East St. Louis,IL,USA,11/9/1963,Iowa,,,,,DB,9-May,177,,,,,1932,1933
Kenneth Sims,Kenneth,Sims,Kosse,TX,USA,10/31/1959,Texas,New England Patriots,1st,1st,1982,DE,5-Jun,272,,,,,1932,1933
Marvin Sims,Marvin,Sims,Columbus,GA,USA,6/8/1957,Clemson,Baltimore Colts,12th,324th,1980,FB,4-Jun,234,,,,,1932,1933
Mickey Sims,Mickey,Sims,Union,SC,USA,3/5/1955,South Carolina St.,Cleveland Browns,4th,110th,1977,DT-NT,5-Jun,278,6/7/2006,Parma,OH,,1932,1933
Pat Sims,Pat,Sims,Fort Lauderdale,FL,USA,11/29/1985,Auburn,Cincinnati Bengals,3rd,77th,2008,DT,4-Jun,312,,,,,1932,1933
Reggie Sims,Reggie,Sims,Waynesboro,GA,USA,7/30/1962,Northern Illinois,,,,,TE,4-Jun,253,,,,,1932,1933
Rob Sims,Rob,Sims,Macedonia,OH,USA,12/6/1983,Ohio St.,Seattle Seahawks,4th,128th,2006,G,3-Jun,320,,,,,1932,1933
Ryan Sims,Ryan,Sims,Spartanburg,SC,USA,5/4/1980,North Carolina,Kansas City Chiefs,1st,6th,2002,DT,4-Jun,315,,,,,1932,1933
Tom Sims,Tom,Sims,Detroit,MI,USA,4/18/1967,West. Michigan,Kansas City Chiefs,6th,152nd,1990,DT-NT,2-Jun,291,,,,,1932,1933
Tommy Sims,Tommy,Sims,Americus,GA,USA,9/29/1964,Tennessee,Indianapolis Colts,7th,190th,1986,DB,Jun-00,190,,,,,1932,1933
Wes Sims,Wes,Sims,Weatherford,OK,USA,4/8/1981,Oklahoma,San Diego Chargers,6th,177th,2005,G,4-Jun,317,,,,,1932,1933
William Sims,William,Sims,Frankfurt,,Germany,12/30/1970,La-Lafayette,,,,,LB,3-Jun,258,,,,,1932,1933
Mike Sims-Walker,Mike,Sims-Walker,Orlando,FL,USA,11/21/1984,Central Florida,Jacksonville Jaguars,3rd,79th,2007,WR,2-Jun,197,,,,,1932,1933
Kaseem Sinceno,Kaseem,Sinceno,Bronx,NY,USA,3/26/1976,Syracuse,,,,,TE,4-Jun,259,,,,,1998,2000
Matt Sinclair,Matt,Sinclair,,,,7/24/1982,Illinois,,,,,LB,2-Jun,245,,,,,1998,2000
Michael Sinclair,Michael,Sinclair,Galveston,TX,USA,1/31/1968,East. New Mexico,Seattle Seahawks,6th,155th,1991,DE,4-Jun,267,,,,,1998,2000
Curt Singer,Curt,Singer,Aliquippa,PA,USA,11/4/1961,Tennessee,Washington Redskins,6th,167th,1984,T,5-Jun,278,,,,,1998,2000
Karl Singer,Karl,Singer,Warren,OH,USA,10/12/1943,Purdue,Boston Patriots,1st,3rd,1966,T,3-Jun,250,,,,,1998,2000
Walt Singer,Walt,Singer,Jersey City,NJ,USA,12/6/1911,Syracuse,,,,,E-DE,Jun-00,198,2/5/1992,New York,NY,,1998,2000
Bill Singletary,Bill,Singletary,Camden,NJ,USA,3/18/1951,Temple,San Diego Chargers,4th,97th,1973,LB,2-Jun,233,,,,,1998,2000
Mike Singletary,Mike,Singletary,Houston,TX,USA,10/9/1958,Baylor,Chicago Bears,2nd,38th,1981,LB,Jun-00,230,,,,,1998,2000
Reggie Singletary,Reggie,Singletary,Whiteville,NC,USA,1/17/1964,North Carolina St.,Philadelphia Eagles,12th,315th,1986,G-T-DT,3-Jun,279,,,,,1998,2000
Alshermond Singleton,Alshermond,Singleton,Newark,NJ,USA,8/7/1975,Temple,Tampa Bay Buccaneers,4th,128th,1997,LB,2-Jun,250,,,,,1998,2000
Bill Singleton,Bill,Singleton,,,,1897-02-07,Washington (MO),,,,,G,9-May,190,,,,,1998,2000
Chris Singleton,Chris,Singleton,Parsippany,NJ,USA,2/20/1967,Arizona,New England Patriots,1st,8th,1990,LB,2-Jun,246,,,,,1998,2000
John Singleton,John,Singleton,Gallipolis,OH,USA,1896-11-27,none,,,,,TB-WB,11-May,175,10/23/1937,Dayton,OH,,1998,2000
Nate Singleton,Nate,Singleton,New Orleans,LA,USA,7/5/1968,Grambling St.,New York Giants,11th,292nd,1992,WR,11-May,190,,,,,1998,2000
Ron Singleton,Ron,Singleton,New Orleans,LA,USA,4/15/1952,Grambling St.,San Diego Chargers,4th,113th,1976,T,7-Jun,260,,,,,1998,2000
Steve Sinko,Steve,Sinko,Chisholm,MN,USA,9/15/1910,Duquesne,,,,,T-G,3-Jun,232,3/1/1999,Barnstable,MA,,1998,2000
Frank Sinkovitz,Frank,Sinkovitz,Steelton,PA,USA,5/20/1923,Duke,,,,,LB-C,1-Jun,218,8/6/1989,Baltimore,MD,,1998,2000
Frankie Sinkwich,Frankie,Sinkwich,McKees Rocks,PA,USA,10/10/1920,Georgia,Detroit Lions,1st,1st,1943,B,11-May,190,10/22/1990,Athens,GA,,1998,2000
Greg Sinnott,Greg,Sinnott,Santa Cruz,CA,USA,8/29/1964,Utah St.,,,,,T,7-Jun,280,,,,,1998,2000
John Sinnott,John,Sinnott,Wexford,,Ireland,4/18/1958,Brown,St. Louis Cardinals,3rd,60th,1980,T,4-Jun,275,,,,,1998,2000
Clint Sintim,Clint,Sintim,Fairfax County,VA,USA,2/21/1986,Virginia,New York Giants,2nd,45th,2009,LB,2-Jun,249,,,,,1998,2000
Brian Sipe,Brian,Sipe,San Diego,CA,USA,8/8/1949,San Diego St.,Cleveland Browns,13th,330th,1972,QB,1-Jun,195,,,,,1974,1983
Bobby Sippio,Bobby,Sippio,Orlando,FL,USA,12/4/1980,West. Kentucky,,,,,WR,3-Jun,214,,,,,1974,1983
Tony Siragusa,Tony,Siragusa,Kenilworth,NJ,USA,5/14/1967,Pittsburgh,,,,,DT-NT,3-Jun,330,,,,,1990,2001
Peter Sirmon,Peter,Sirmon,Walla Walla,WA,USA,2/18/1977,Oregon,Tennessee Titans,4th,128th,2000,LB,2-Jun,237,,,,,1990,2001
George Sirochman,George,Sirochman,Maxwell,PA,USA,3/23/1918,Duquesne,,,,,G,2-Jun,215,1/2/1996,Washington,PA,,1990,2001
Jerry Sisemore,Jerry,Sisemore,Olton,TX,USA,7/16/1951,Texas,Philadelphia Eagles,1st,3rd,1973,T-G,4-Jun,265,,,,,1973,1984
Johnny Sisk,Johnny,Sisk,New Haven,CT,USA,12/11/1905,Marquette,,,,,HB,2-Jun,197,5/27/1986,Wauwatosa,WI,,1973,1984
John Sisk Jr.,John,Sisk,Milwaukee,WI,USA,7/15/1941,Marquette,Kansas City Chiefs,29th,232nd,1963,DB,3-Jun,195,,,,,1973,1984
Brian Sisley,Brian,Sisley,Hot Springs,AR,USA,1/18/1964,South Dakota St.,,,,,DE,4-Jun,235,,,,,1973,1984
Scott Sisson,Scott,Sisson,Marietta,GA,USA,7/21/1971,Georgia Tech,New England Patriots,5th,113th,1993,K,Jun-00,197,,,,,1973,1984
Manny Sistrunk,Manny,Sistrunk,Montgomery,AL,USA,6/16/1947,Ark-Pine Bluff,Washington Redskins,5th,114th,1970,DT-DE,5-Jun,269,,,,,1973,1984
Otis Sistrunk,Otis,Sistrunk,Columbus,GA,USA,9/18/1946,none,,,,,DT-DE-NT,4-Jun,265,,,,,1973,1984
Vinnie Sites,Vinnie,Sites,Pittston,PA,USA,7/9/1912,Pittsburgh,,,,,E,2-Jun,215,9/12/1983,San Diego ,CA,,1936,1937
Emil Sitko,Emil,Sitko,Fort Wayne,IN,USA,9/7/1923,Notre Dame,Los Angeles Rams,1st,10th,1946,HB,8-May,183,12/15/1973,Fort Wayne,IN,,1936,1937
Josh Sitton,Josh,Sitton,Pensacola,FL,USA,6/6/1986,Central Florida,Green Bay Packers,4th,135th,2008,G,4-Jun,320,,,,,1936,1937
Jim Sivell,Jim,Sivell,Chipley,GA,USA,3/12/1914,Auburn,Brooklyn Dodgers,10th,83rd,1938,G,9-May,205,3/16/1997,Troup County,GA,,1938,1946
Mike Siwek,Mike,Siwek,Mishawaka,IN,USA,4/12/1948,West. Michigan,St. Louis Cardinals,11th,267th,1970,DT,3-Jun,265,,,,,1970,1970
Jim Skaggs,Jim,Skaggs,Wetumka,OK,USA,1/3/1940,Washington,Oakland Raiders,12th,89th,1962,G-T,3-Jun,250,,,,,1963,1972
Justin Skaggs,Justin,Skaggs,Wentzville,MO,USA,4/22/1979,Evangel (MO),,,,,WR,2-Jun,200,6/15/2007,Salt Lake City,UT,,1963,1972
Paul Skansi,Paul,Skansi,Tacoma,WA,USA,1/11/1960,Washington,Pittsburgh Steelers,5th,133rd,1983,WR,11-May,186,,,,,1963,1972
Daryle Skaugstad,Daryle,Skaugstad,Seattle,WA,USA,4/8/1957,California,Houston Oilers,2nd,52nd,1980,NT,5-Jun,254,,,,,1963,1972
Gil Skeate,Gil,Skeate,,MN,USA,5/19/1901,Gonzaga,,,,,FB,10-May,190,1/30/1952,,WA,,1927,1927
John Skelton,John,Skelton,El Paso,TX,USA,3/17/1988,Fordham,Arizona Cardinals,5th,155th,2010,QB,5-Jun,244,,,,,1927,1927
Stephen Skelton,Stephen,Skelton,,,,8/6/1989,,,,,,TE,5-Jun,250,,,,,1927,1927
Doug Skene,Doug,Skene,Fairview,TX,USA,6/17/1970,Michigan,Philadelphia Eagles,8th,217th,1993,G,6-Jun,295,,,,,1927,1927
Joe Skibinski,Joe,Skibinski,Chicago,IL,USA,12/23/1928,Purdue,Cleveland Browns,15th,183rd,1951,G,11-May,245,,,,,1952,1956
John Skibinski,John,Skibinski,Chicago,IL,USA,4/27/1955,Purdue,Chicago Bears,6th,139th,1978,RB,Jun-00,222,,,,,1952,1956
Gerald Skinner,Gerald,Skinner,Malvern,AR,USA,9/12/1954,Arkansas,New England Patriots,4th,109th,1977,T,4-Jun,260,,,,,1952,1956
Lew Skinner,Lew,Skinner,,,,,Purdue,,,,,G-C,,,,,,,1952,1956
Joe Skladany,Joe,Skladany,Larksville,PA,USA,5/25/1911,Pittsburgh,,,,,E,10-May,210,8/9/1972,Pittsburgh,PA,,1934,1934
Leo Skladany,Leo,Skladany,Larksville,PA,USA,8/9/1927,Pittsburgh,Philadelphia Eagles,17th,171st,1949,E,1-Jun,210,3/18/2003,Pittsburgh,PA,,1934,1934
Tom Skladany,Tom,Skladany,Bethel Park,PA,USA,6/29/1955,Ohio St.,Cleveland Browns,2nd,46th,1977,P,Jun-00,192,,,,,1934,1934
John Sklopan,John,Sklopan,Pittsburgh,PA,USA,9/12/1940,Southern Miss,Kansas City Chiefs,8th,64th,1963,DB,10-May,200,,,,,1934,1934
Stan Skoczen,Stan,Skoczen,Independence,OH,USA,10/12/1920,Case Western Reserve,,,,,HB,11-May,187,5/7/2010,Independence,OH,,1944,1944
Bob Skoglund,Bob,Skoglund,Chicago,IL,USA,7/29/1925,Notre Dame,Green Bay Packers,13th,111th,1947,DE,1-Jun,198,1/1/1949,Evanston,IL,,1944,1944
Nick Skorich,Nick,Skorich,Bellaire,OH,USA,6/26/1921,Cincinnati,Phi/Pit Eagles/Steelers,17th,157th,1943,G,9-May,197,10/2/2004,Princeton,NJ,,1944,1944
Bob Skoronski,Bob,Skoronski,Ansonia,CT,USA,3/5/1934,Indiana,Green Bay Packers,5th,56th,1956,T-C,3-Jun,249,,,,,1944,1944
Ed Skoronski,Ed,Skoronski,Chicago,IL,USA,10/15/1910,Georgetown (DC),,,,,E-C-LB,2-Jun,213,12/22/1996, , ,,1944,1944
John Skorupan,John,Skorupan,Beaver,PA,USA,5/17/1951,Penn St.,Buffalo Bills,6th,136th,1973,LB,2-Jun,222,,,,,1944,1944
Jim Skow,Jim,Skow,Omaha,NE,USA,6/29/1963,Nebraska,Cincinnati Bengals,3rd,58th,1986,DE,3-Jun,253,,,,,1944,1944
Greg Skrepenak,Greg,Skrepenak,Wilkes-Barre,PA,USA,1/31/1970,Michigan,Los Angeles Raiders,2nd,32nd,1992,T-G,7-Jun,316,,,,,1992,1997
Buster Skrine,Buster,Skrine,,,,4/26/1989,Tennessee-Chattanooga,Cleveland Browns,5th,137th,2011,DB,10-May,186,,,,,1992,1997
Dave Skudin,Dave,Skudin,Brooklyn,NY,USA,1/21/1905,NYU,,,,,G-E,11-May,195,4/13/1972,New York,NY,,1929,1929
Dan Skuta,Dan,Skuta,Burton,MI,USA,4/21/1986,Grand Valley St.,,,,,LB,2-Jun,251,,,,,1929,1929
Lou Slaby,Lou,Slaby,Cleveland,OH,USA,12/13/1941,Pittsburgh,Denver Broncos,4th,29th,1963,LB,3-Jun,235,,,,,1964,1966
Fritz Slackford,Fritz,Slackford,Danbury,OH,USA,1894-03-27,Denison,,,,,WB-FB-E,Jun-00,180,7/12/1962,Cleveland,OH,,1964,1966
Chris Slade,Chris,Slade,Newport News,VA,USA,1/30/1971,Virginia,New England Patriots,2nd,31st,1993,LB,5-Jun,245,,,,,1964,1966
George Slagle,George,Slagle,,SD,USA,1898-08-09,none,,,,,G,,,,,,,1964,1966
Duke Slater,Duke,Slater,Normal,IL,USA,1898-12-09,Iowa,,,,,T,1-Jun,215,8/14/1966,Chicago,IL,,1964,1966
Howie Slater,Howie,Slater,Deer Park,WA,USA,3/9/1903,Washington St.,,,,,FB,10-May,186,3/18/1964,Hennepin County,MN,,1964,1966
Jackie Slater,Jackie,Slater,Jackson,MS,USA,5/27/1954,Jackson St.,Los Angeles Rams,3rd,86th,1976,T-G,4-Jun,277,,,,,1964,1966
Mark Slater,Mark,Slater,Crosby,ND,USA,2/1/1955,Minnesota,Philadelphia Eagles,12th,315th,1978,C,2-Jun,257,,,,,1964,1966
Matt Slater,Matt,Slater,Los Angeles County,CA,USA,9/9/1985,UCLA,New England Patriots,5th,153rd,2008,WR,Jun-00,198,,,,,1964,1966
Walt Slater,Walt,Slater,Providence,RI,USA,1/31/1920,Tennessee,Philadelphia Eagles,5th,37th,1946,TB,11-May,187,5/11/2012,St. Augustine,FL,,1964,1966
Mike Slaton,Mike,Slaton,Sacramento,CA,USA,9/25/1964,South Dakota,Minnesota Vikings,9th,232nd,1986,DB,2-Jun,194,,,,,1964,1966
Steve Slaton,Steve,Slaton,Levittown,PA,USA,1/4/1986,West Virginia,Houston Texans,3rd,89th,2008,RB,10-May,195,,,,,1964,1966
Tony Slaton,Tony,Slaton,Merced,CA,USA,4/12/1961,USC,Buffalo Bills,6th,155th,1984,C-G,3-Jun,265,,,,,1964,1966
Chad Slaughter,Chad,Slaughter,Dallas,TX,USA,6/4/1978,Alcorn St.,,,,,T,8-Jun,340,,,,,1964,1966
Chuck Slaughter,Chuck,Slaughter,Conway,SC,USA,11/21/1958,South Carolina,New Orleans Saints,8th,198th,1982,T,5-Jun,260,,,,,1964,1966
Jamoris Slaughter,Jamoris,Slaughter,,,,12/22/1989,Notre Dame,Cleveland Browns,6th,175th,2013,SS,,,,,,,1964,1966
Mickey Slaughter,Mickey,Slaughter,Monroe,LA,USA,8/22/1941,Louisiana Tech,Denver Broncos,7th,50th,1963,QB,2-Jun,204,,,,,1964,1966
T.J. Slaughter,T.J.,Slaughter,Birmingham,AL,USA,2/20/1977,Southern Miss,Jacksonville Jaguars,3rd,92nd,2000,LB,Jun-00,234,,,,,1964,1966
Webster Slaughter,Webster,Slaughter,Stockton,CA,USA,10/19/1964,San Diego St.,Cleveland Browns,2nd,43rd,1986,WR,1-Jun,175,,,,,1964,1966
Matt Slauson,Matt,Slauson,,,,2/18/1986,Nebraska,New York Jets,6th,193rd,2009,G,5-Jun,316,,,,,1964,1966
Darius Slay,Darius,Slay,,,,1/1/1991,Mississippi St.,Detroit Lions,2nd,36th,2013,CB,Jun-00,192,,,,,1964,1966
Henry Slay,Henry,Slay,Elyria,OH,USA,4/28/1975,West Virginia,Atlanta Falcons,7th,203rd,1998,DT,2-Jun,290,,,,,1964,1966
Jeremy Slechta,Jeremy,Slechta,LaVista,NE,USA,5/12/1980,Nebraska,,,,,DT,6-Jun,285,,,,,2002,2003
Leroy Sledge,Leroy,Sledge,Richmond,VA,USA,10/11/1946,Bakersfield JC,,,,,RB,2-Jun,230,,,,,2002,2003
Red Sleight,Red,Sleight,Morris,IL,USA,7/8/1907,Purdue,,,,,T,2-Jun,226,8/9/1978,Naples,FL,,2002,2003
Richard Sligh,Richard,Sligh,Newberry,SC,USA,8/18/1944,North Carolina Central,Oakland Raiders,10th,253rd,1967,DT,Jul-00,300,12/23/1998,Roxboro,NC,,1967,1967
Steve Slivinski,Steve,Slivinski,Cicero,IL,USA,8/23/1917,Washington,Washington Redskins,13th,118th,1939,G-LB,10-May,214,11/15/2008,Burien,WA,,1967,1967
Bonnie Sloan,Bonnie,Sloan,Lebanon,TN,USA,6/1/1948,Austin Peay St.,St. Louis Cardinals,10th,242nd,1973,DT,5-Jun,260,,,,,1973,1973
David Sloan,David,Sloan,Fresno,CA,USA,6/8/1972,New Mexico,Detroit Lions,3rd,70th,1995,TE,6-Jun,260,,,,,1973,1973
Dwight Sloan,Dwight,Sloan,Rudy,AR,USA,4/7/1914,Arkansas,Chicago Cardinals,10th,85th,1938,B,10-May,180,3/18/1998,San Antonio,TX,,1973,1973
Steve Sloan,Steve,Sloan,Austin,TN,USA,8/19/1944,Alabama,Atlanta Falcons,11th,156th,1966,QB,Jun-00,185,,,,,1973,1973
Pete Slone,Pete,Slone,Braddock,PA,USA,1896-12-23,none,,,,,E,8-May,160,,,,,1973,1973
Phil Slosburg,Phil,Slosburg,Philadelphia,PA,USA,10/30/1926,Temple,Boston Yanks,6th,39th,1948,B,10-May,170,,,,,1973,1973
Elmer Slough,Elmer,Slough,Madill,OK,USA,7/19/1903,Oklahoma,,,,,TB-BB-WB,8-May,160,3/16/1935,Potter County, TX,,1973,1973
Greg Slough,Greg,Slough,Detroit,MI,USA,2/26/1948,USC,Oakland Raiders,6th,149th,1971,LB,3-Jun,230,,,,,1973,1973
Emil Slovacek,Emil,Slovacek,Dallas,TX,USA,2/26/1963,S.F. Austin,,,,,T,3-Jun,300,,,,,1973,1973
Marty Slovak,Marty,Slovak,Newport,MI,USA,12/25/1916,Toledo,,,,,TB-DB,9-May,179,3/22/1950,Toledo,OH,,1973,1973
Jason Slowey,Jason,Slowey,,,,1/27/1989,Western Oregon,San Francisco 49ers,6th,199th,2012,C,3-Jun,303,,,,,1973,1973
Scott Slutzker,Scott,Slutzker,Hasbrouck Heights,NJ,USA,12/20/1972,Iowa,Indianapolis Colts,3rd,82nd,1996,TE,4-Jun,250,,,,,1996,1999
Bill Slyker,Bill,Slyker,Huron,OH,USA,1899-02-14,Ohio St.,,,,,E,1-Jun,180,9/1/1949,Evansville,IN,,1922,1922
Stan Smagala,Stan,Smagala,Chicago,IL,USA,4/6/1968,Notre Dame,Dallas Cowboys,5th,123rd,1990,DB,10-May,184,,,,,1990,1991
Alex Smail,Alex,Smail,Detroit,MI,USA,5/31/1926,Detroit Mercy,,,,,LB,8-May,235,6/21/2004,Dearborn,MI,,1990,1991
Donovan Small,Donovan,Small,Kingston,,Jamaica,7/10/1964,Minnesota,,,,,DB,11-May,190,,,,,1990,1991
Eldridge Small,Eldridge,Small,Houston,TX,USA,8/2/1949,Texas A&M-Kingsville,New York Giants,1st,17th,1972,DB,1-Jun,190,,,,,1990,1991
Fred Small,Fred,Small,Los Angeles,CA,USA,7/15/1963,Washington,Pittsburgh Steelers,9th,241st,1985,LB,11-May,227,6/24/2003,Inglewood,CA,,1990,1991
George Small,George,Small,Shreveport,LA,USA,11/18/1956,North Carolina A&T,,,,,NT,2-Jun,260,,,,,1990,1991
